transaction_id,date,item,category,quantity,unit_price,payment_method
870,2025-04-07,Wooden Frame,Home,1,22.0,Card
192,2025-01-01,Tote Bag,Accessories,2,18.0,Cash
141,02/12/2025,Tote Bag,Accessories,1,18.0,Cash
406,09-Mar-2025,Ceramic Mug,Home,2,12.5,Mobile
543,03/16/2025,Ceramic Mug,Home,2,,Cash
638,2025-01-09,Notebook,Stationery,2,9.0,Cash
628,21-Jan-2025,Silk Scarf,Accessories,1,32.0,Card
353,15-Feb-2025,Notebook,Stationery,1,9.0,Card
375,2025-01-08,Notebook,Stationery,1,9.0,Mobile
445,2025-03-18,Ceramic Mug,Home,1,12.5,Mobile
388,2025-04-23,Greeting Card,Stationery,1,4.5,Card
562,04/14/2025,Tote Bag,Accessories,2,18.0,Cash
307,02/17/2025,Earrings,Accessories,2,26.0,Mobile
455,2025-04-11,Scented Candle,Home,1,14.0,Card
218,03/29/2025,Scented Candle,Home,3,14.0,Cash
539,02/08/2025,Ceramic Mug,Home,1,12.5,Cash
76,2025-02-04,Tote Bag,Accessories,1,18.0,Card
742,2025-03-16,Wooden Frame,Home,2,22.0,Cash
684,11-Feb-2025,Greeting Card,Stationery,2,4.5,Card
23,16-Feb-2025,Greeting Card,Stationery,2,4.5,Cash
492,17-Jan-2025,Wooden Frame,Home,1,22.0,Card
320,01/07/2025,Earrings,Accessories,2,26.0,Cash
202,2025-03-07,Notebook,Stationery,1,9.0,Mobile
186,29-Mar-2025,Earrings,Accessories,1,26.0,Cash
744,02/25/2025,Ceramic Mug,Home,3,12.5,Card
719,2025-02-25,Notebook,Stationery,1,9.0,Mobile
557,01/11/2025,Earrings,Accessories,3,26.0,Cash
641,2025-02-25,Ceramic Mug,Home,1,12.5,Card
693,2025-04-13,Ceramic Mug,Home,1,12.5,Card
171,24-Apr-2025,Tote Bag,Accessories,2,18.0,Mobile
852,03/10/2025,Silk Scarf,Accessories,1,32.0,Card
208,27-Apr-2025,Scented Candle,Home,2,14.0,Mobile
498,2025-01-04,Silk Scarf,Accessories,1,32.0,Mobile
519,2025-04-14,Tote Bag,Accessories,1,18.0,Card
425,2025-01-18,Wooden Frame,Home,2,22.0,Card
39,01-Feb-2025,Earrings,Accessories,2,26.0,Card
620,03/12/2025,Scented Candle,Home,3,14.0,Card
197,26-Apr-2025,Ceramic Mug,Home,3,12.5,Card
525,2025-01-10,  SCENTED CANDLE  ,Home,1,14.0,Cash
493,01/28/2025,Greeting Card,Stationery,2,4.5,Cash
648,30-Mar-2025,Earrings,Accessories,1,,Mobile
794,01/09/2025,,Accessories,1,26.0,Cash
561,02/13/2025,Wooden Frame,Home,1,22.0,Card
280,2025-03-16,Wooden Frame,Home,2,22.0,Mobile
833,01/09/2025,Greeting Card,Stationery,1,4.5,Cash
467,2025-01-28,Silk Scarf,Accessories,1,32.0,Cash
563,01/16/2025,Silk Scarf,Accessories,2,32.0,Mobile
219,02/17/2025,Scented Candle,Home,1,14.0,Cash
168,15-Apr-2025,Tote Bag,Accessories,1,18.0,Card
407,08-Apr-2025,Silk Scarf,Accessories,2,32.0,Mobile
530,2025-02-22,Silk Scarf,Accessories,1,32.0,Card
384,2025-01-28,Earrings,Accessories,2,26.0,Card
449,02/02/2025,Scented Candle,Home,2,14.0,Card
72,04-Jan-2025,Earrings,Accessories,2,26.0,Card
302,2025-03-10,Ceramic Mug,Home,1,12.5,Cash
145,2025-01-29,Notebook,Stationery,2,9.0,Card
722,03/26/2025,Ceramic Mug,Home,1,12.5,Cash
172,16-Mar-2025,Scented Candle,Home,1,14.0,Cash
469,04/23/2025,Earrings,Accessories,1,26.0,Cash
631,2025-03-31,Ceramic Mug,Home,1,12.5,Cash
44,04/01/2025,  EARRINGS  ,Accessories,2,26.0,Card
396,01/23/2025,Wooden Frame,Home,1,22.0,Mobile
858,04/11/2025,Ceramic Mug,Home,1,12.5,Mobile
835,01/24/2025,Tote Bag,Accessories,2,18.0,Mobile
147,2025-04-14,,Stationery,2,4.5,Mobile
589,26-Apr-2025,Greeting Card,Stationery,3,4.5,Mobile
512,04/26/2025,Earrings,Accessories,3,26.0,Card
371,03/22/2025,Scented Candle,Home,1,14.0,Mobile
18,2025-02-13,Tote Bag,Accessories,1,18.0,Mobile
341,2025-04-03,Ceramic Mug,Home,1,12.5,Cash
420,2025-03-17,Scented Candle,Home,1,14.0,Card
758,03/02/2025,Tote Bag,Accessories,1,18.0,Card
335,04-Apr-2025,Wooden Frame,Home,2,22.0,Card
367,27-Jan-2025,  TOTE BAG  ,Accessories,1,18.0,Cash
500,02-Feb-2025,Notebook,Stationery,3,9.0,Mobile
305,21-Jan-2025,Earrings,Accessories,1,26.0,Card
234,24-Jan-2025,,Stationery,1,9.0,Cash
300,04/02/2025,Wooden Frame,Home,3,22.0,Card
344,26-Feb-2025,Silk Scarf,Accessories,2,32.0,Mobile
662,20-Apr-2025,Silk Scarf,Accessories,2,32.0,Cash
712,2025-04-20,Silk Scarf,Accessories,3,32.0,Card
850,2025-02-23,Scented Candle,Home,1,14.0,Card
144,03/20/2025,,Accessories,1,,Mobile
259,02-Feb-2025,Ceramic Mug,Home,1,,Card
129,18-Apr-2025,Scented Candle,Home,2,14.0,Cash
32,2025-04-13,Scented Candle,Home,1,14.0,Card
791,03/01/2025,Earrings,Accessories,2,26.0,Card
681,2025-03-02,Wooden Frame,Home,1,22.0,Mobile
704,2025-01-05,Notebook,Stationery,2,9.0,Card
533,04/30/2025,Silk Scarf,Accessories,2,32.0,Card
295,01/22/2025,Ceramic Mug,Home,1,12.5,Mobile
837,2025-01-30,Notebook,Stationery,2,,Mobile
21,02/13/2025,Ceramic Mug,Home,3,12.5,Mobile
60,04/03/2025,Wooden Frame,Home,1,22.0,Mobile
892,04/06/2025,Scented Candle,Home,3,14.0,Mobile
747,03-Jan-2025,Earrings,Accessories,1,26.0,Mobile
439,2025-01-20,Silk Scarf,Accessories,2,32.0,Card
431,01-Apr-2025,Greeting Card,Stationery,1,4.5,Cash
731,04/14/2025,Tote Bag,Accessories,1,18.0,Mobile
434,03/10/2025,Greeting Card,Stationery,1,4.5,Cash
811,2025-01-07,Silk Scarf,Accessories,1,32.0,Mobile
782,01/12/2025,Tote Bag,Accessories,1,18.0,Mobile
380,05-Feb-2025,Earrings,Accessories,2,26.0,Cash
698,17-Feb-2025,Notebook,Stationery,1,9.0,Mobile
83,09-Mar-2025,Wooden Frame,Home,3,22.0,Cash
616,09-Mar-2025,Ceramic Mug,Home,1,12.5,Mobile
687,02/03/2025,Silk Scarf,Accessories,-2,32.0,Mobile
68,03/04/2025,Silk Scarf,Accessories,3,32.0,Mobile
619,04/22/2025,Scented Candle,Home,3,14.0,Card
578,03/18/2025,Silk Scarf,Accessories,1,32.0,Card
84,03/06/2025,Tote Bag,Accessories,3,18.0,Cash
220,13-Apr-2025,Tote Bag,Accessories,3,18.0,Cash
63,01/03/2025,Scented Candle,Home,-3,14.0,Mobile
176,26-Mar-2025,Ceramic Mug,Home,1,12.5,Cash
233,2025-01-13,Greeting Card,Stationery,2,4.5,Card
296,04/09/2025,Scented Candle,Home,3,14.0,Cash
691,04/14/2025,Earrings,Accessories,2,26.0,Card
495,03/06/2025,Earrings,Accessories,1,26.0,Mobile
775,01-Mar-2025,Silk Scarf,Accessories,2,32.0,Mobile
210,2025-04-28,,Home,1,22.0,Mobile
583,03/04/2025,Notebook,Stationery,2,9.0,Mobile
94,04/05/2025,Scented Candle,Home,1,14.0,Card
67,03/14/2025,Greeting Card,Stationery,2,4.5,Mobile
251,2025-01-23,Silk Scarf,Accessories,3,32.0,Cash
777,2025-01-23,Wooden Frame,Home,2,22.0,Mobile
368,09-Jan-2025,Tote Bag,Accessories,2,18.0,Cash
896,05-Feb-2025,Notebook,Stationery,1,9.0,Cash
658,19-Mar-2025,Greeting Card,Stationery,1,4.5,Cash
800,2025-03-18,  WOODEN FRAME  ,Home,2,22.0,Card
477,2025-03-12,Scented Candle,Home,2,14.0,Cash
438,05-Jan-2025,Silk Scarf,Accessories,2,32.0,Card
164,03/21/2025,Earrings,Accessories,1,26.0,Cash
465,02/23/2025,Ceramic Mug,Home,2,12.5,Cash
189,2025-01-22,Earrings,Accessories,1,26.0,Mobile
822,03-Mar-2025,Silk Scarf,Accessories,1,32.0,Card
650,25-Apr-2025,Tote Bag,Accessories,1,18.0,Card
279,04/11/2025,Earrings,Accessories,1,26.0,Card
33,02-Feb-2025,Silk Scarf,Accessories,1,32.0,Cash
187,05-Feb-2025,Scented Candle,Home,1,14.0,Mobile
274,03/07/2025,Silk Scarf,Accessories,1,32.0,Card
890,03/28/2025,Greeting Card,Stationery,1,4.5,Card
252,01/18/2025,Tote Bag,Accessories,1,18.0,Card
786,2025-03-27,Wooden Frame,Home,2,22.0,Mobile
754,22-Feb-2025,Notebook,Stationery,2,9.0,Mobile
378,04/15/2025,Ceramic Mug,Home,1,12.5,Mobile
188,02/03/2025,Notebook,Stationery,2,9.0,Cash
264,2025-01-07,Scented Candle,Home,2,14.0,Mobile
682,03/19/2025,Silk Scarf,Accessories,1,32.0,Cash
448,01/20/2025,Silk Scarf,Accessories,1,32.0,Mobile
112,02/05/2025,Greeting Card,Stationery,1,4.5,Card
155,04/23/2025,Silk Scarf,Accessories,1,32.0,Card
748,02/25/2025,Ceramic Mug,Home,2,12.5,Mobile
713,02/11/2025,Scented Candle,Home,2,14.0,Card
579,02/01/2025,  CERAMIC MUG  ,Home,3,12.5,Card
601,01/26/2025,Wooden Frame,Home,3,22.0,Mobile
509,04/03/2025,Wooden Frame,Home,3,22.0,Card
89,03/22/2025,Greeting Card,Stationery,1,4.5,Cash
235,2025-04-21,Earrings,Accessories,1,26.0,Cash
714,2025-02-23,,Accessories,1,26.0,Card
528,2025-04-01,Earrings,Accessories,1,26.0,Card
895,13-Jan-2025,Greeting Card,Stationery,3,4.5,Mobile
517,05-Jan-2025,Silk Scarf,Accessories,1,32.0,Card
123,04/24/2025,Wooden Frame,Home,2,22.0,Mobile
655,2025-01-05,Notebook,Stationery,1,9.0,Cash
385,2025-04-04,  CERAMIC MUG  ,Home,3,12.5,Card
535,04/06/2025,Tote Bag,Accessories,3,18.0,Mobile
606,04/09/2025,Wooden Frame,Home,3,22.0,Mobile
416,2025-04-12,Tote Bag,Accessories,2,18.0,Cash
751,01/11/2025,Silk Scarf,Accessories,1,32.0,Cash
593,2025-02-19,Ceramic Mug,Home,2,12.5,Cash
591,01/31/2025,Notebook,Stationery,2,9.0,Cash
831,2025-01-08,Scented Candle,Home,1,14.0,Cash
25,2025-03-08,Silk Scarf,Accessories,1,32.0,Cash
249,14-Apr-2025,Scented Candle,Home,2,14.0,Cash
64,2025-03-09,Ceramic Mug,Home,3,12.5,Card
405,2025-03-11,Notebook,Stationery,2,9.0,Cash
112,02/05/2025,Greeting Card,Stationery,1,4.5,Card
55,03/27/2025,Scented Candle,Home,1,14.0,Mobile
503,04/11/2025,Greeting Card,Stationery,3,4.5,Cash
567,01-Feb-2025,Ceramic Mug,Home,2,12.5,Mobile
40,02/23/2025,Earrings,Accessories,1,26.0,Card
872,03-Apr-2025,Ceramic Mug,Home,1,12.5,Mobile
654,19-Mar-2025,Greeting Card,Stationery,1,4.5,Cash
209,01/06/2025,Ceramic Mug,Home,1,12.5,Card
118,04/15/2025,Silk Scarf,Accessories,1,32.0,Card
676,01/19/2025,Greeting Card,Stationery,2,,Cash
199,2025-03-13,Earrings,Accessories,2,26.0,Card
709,04/26/2025,Ceramic Mug,Home,1,12.5,Cash
22,03/30/2025,,Stationery,1,9.0,Mobile
159,04/29/2025,Ceramic Mug,Home,2,12.5,Mobile
119,03-Mar-2025,Earrings,Accessories,2,26.0,Mobile
774,17-Apr-2025,Notebook,Stationery,2,9.0,Cash
785,01/13/2025,Wooden Frame,Home,1,22.0,Cash
515,01/19/2025,Earrings,Accessories,2,26.0,Card
173,26-Feb-2025,Tote Bag,Accessories,2,18.0,Mobile
403,18-Apr-2025,Ceramic Mug,Home,1,12.5,Cash
4,02/23/2025,Tote Bag,Accessories,1,18.0,Card
706,2025-01-06,Greeting Card,Stationery,2,4.5,Cash
862,2025-03-26,Earrings,Accessories,2,,Mobile
523,01/12/2025,Ceramic Mug,Home,2,12.5,Card
661,04/15/2025,Tote Bag,Accessories,3,18.0,Card
636,02/11/2025,Scented Candle,Home,2,14.0,Cash
728,20-Mar-2025,Earrings,Accessories,3,26.0,Mobile
696,2025-01-20,  SILK SCARF  ,Accessories,1,32.0,Mobile
178,2025-04-20,Scented Candle,Home,2,14.0,Card
31,16-Apr-2025,Tote Bag,Accessories,2,18.0,Card
452,14-Mar-2025,Ceramic Mug,Home,1,12.5,Mobile
360,2025-03-15,Earrings,Accessories,1,26.0,Cash
336,2025-02-26,Tote Bag,Accessories,1,18.0,Card
881,03/17/2025,  CERAMIC MUG  ,Home,3,12.5,Mobile
521,03/11/2025,Scented Candle,Home,3,14.0,Card
120,2025-01-21,Ceramic Mug,Home,3,12.5,Card
717,2025-04-18,Tote Bag,Accessories,2,18.0,Mobile
489,2025-04-29,Wooden Frame,Home,3,22.0,Card
760,17-Jan-2025,  NOTEBOOK  ,Stationery,1,9.0,Mobile
840,2025-03-11,Scented Candle,Home,2,14.0,Mobile
848,02-Jan-2025,Greeting Card,Stationery,1,4.5,Cash
272,2025-03-11,Ceramic Mug,Home,3,12.5,Card
85,02/27/2025,Wooden Frame,Home,3,22.0,Card
298,01/07/2025,Scented Candle,Home,2,14.0,Cash
291,24-Jan-2025,Silk Scarf,Accessories,2,32.0,Mobile
213,17-Mar-2025,Wooden Frame,Home,2,22.0,Card
266,03/22/2025,  WOODEN FRAME  ,Home,3,22.0,Mobile
595,09-Apr-2025,Scented Candle,Home,1,14.0,Card
756,07-Jan-2025,Silk Scarf,Accessories,3,32.0,Mobile
659,04/15/2025,Silk Scarf,Accessories,1,,Card
505,22-Mar-2025,Tote Bag,Accessories,2,18.0,Cash
642,01/17/2025,Tote Bag,Accessories,2,18.0,Cash
203,01/13/2025,Tote Bag,Accessories,1,18.0,Cash
867,31-Jan-2025,Greeting Card,Stationery,1,4.5,Mobile
635,04/13/2025,Silk Scarf,Accessories,1,32.0,Card
369,2025-03-16,Ceramic Mug,Home,1,12.5,Cash
364,2025-04-12,Notebook,Stationery,1,9.0,Cash
48,2025-02-03,Silk Scarf,Accessories,1,32.0,Mobile
817,2025-01-07,Earrings,Accessories,3,26.0,Card
640,01/29/2025,Greeting Card,Stationery,1,4.5,Card
899,2025-03-12,Earrings,Accessories,1,26.0,Card
536,02/03/2025,Silk Scarf,Accessories,3,32.0,Mobile
721,19-Mar-2025,Notebook,Stationery,1,9.0,Cash
886,27-Apr-2025,Earrings,Accessories,1,26.0,Cash
888,2025-02-02,Wooden Frame,Home,3,22.0,Card
685,2025-04-19,Earrings,Accessories,1,26.0,Mobile
386,02/18/2025,Silk Scarf,Accessories,2,32.0,Card
401,20-Jan-2025,Wooden Frame,Home,2,22.0,Card
686,01/07/2025,Scented Candle,Home,1,14.0,Card
497,12-Apr-2025,Silk Scarf,Accessories,2,32.0,Card
35,01/20/2025,,Accessories,2,18.0,Card
730,25-Mar-2025,Tote Bag,Accessories,1,18.0,Mobile
585,04/12/2025,Tote Bag,Accessories,1,18.0,Mobile
175,2025-02-11,Silk Scarf,Accessories,3,32.0,Mobile
624,11-Apr-2025,Tote Bag,Accessories,3,18.0,Card
773,2025-03-24,Greeting Card,Stationery,3,4.5,Card
781,03/02/2025,Greeting Card,Stationery,2,4.5,Mobile
273,04/25/2025,Notebook,Stationery,2,9.0,Cash
787,08-Apr-2025,,Home,1,14.0,Cash
660,02-Mar-2025,Earrings,Accessories,2,26.0,Card
766,25-Apr-2025,Tote Bag,Accessories,1,,Cash
474,18-Feb-2025,Ceramic Mug,Home,2,12.5,Cash
430,03/10/2025,Notebook,Stationery,1,9.0,Cash
366,02/11/2025,Notebook,Stationery,3,9.0,Cash
345,21-Apr-2025,Ceramic Mug,Home,1,12.5,Cash
708,2025-01-05,Silk Scarf,Accessories,1,32.0,Mobile
891,2025-03-05,Greeting Card,Stationery,2,4.5,Mobile
301,22-Jan-2025,Ceramic Mug,Home,1,12.5,Cash
806,04-Apr-2025,Greeting Card,Stationery,1,4.5,Cash
734,03/31/2025,Scented Candle,Home,1,14.0,Cash
359,03/09/2025,Notebook,Stationery,1,9.0,Cash
319,09-Mar-2025,Silk Scarf,Accessories,1,32.0,Mobile
599,04/01/2025,Wooden Frame,Home,2,22.0,Card
326,02/16/2025,Greeting Card,Stationery,1,4.5,Mobile
9,03/30/2025,Notebook,Stationery,1,9.0,Cash
790,2025-02-12,Ceramic Mug,Home,1,12.5,Cash
225,19-Apr-2025,Tote Bag,Accessories,1,18.0,Card
496,03-Mar-2025,Earrings,Accessories,1,26.0,Card
216,02/16/2025,Tote Bag,Accessories,1,18.0,Cash
269,2025-01-16,Ceramic Mug,Home,1,12.5,Cash
801,03/18/2025,Wooden Frame,Home,3,22.0,Cash
13,2025-02-21,Tote Bag,Accessories,2,18.0,Mobile
56,2025-02-28,Greeting Card,Stationery,1,,Mobile
363,26-Apr-2025,Scented Candle,Home,2,14.0,Card
479,08-Mar-2025,Tote Bag,Accessories,1,18.0,Cash
738,2025-01-28,Silk Scarf,Accessories,1,32.0,Card
154,2025-03-23,Scented Candle,Home,1,14.0,Cash
342,21-Apr-2025,Tote Bag,Accessories,1,,Mobile
423,04/19/2025,Ceramic Mug,Home,1,12.5,Mobile
30,2025-01-11,Wooden Frame,Home,3,22.0,Mobile
889,31-Mar-2025,Tote Bag,Accessories,1,18.0,Cash
851,03/19/2025,Silk Scarf,Accessories,1,32.0,Mobile
165,2025-01-07,Earrings,Accessories,3,26.0,Card
841,05-Jan-2025,Silk Scarf,Accessories,2,32.0,Cash
610,02/01/2025,Notebook,Stationery,1,9.0,Card
400,2025-02-22,Notebook,Stationery,3,9.0,Mobile
415,02/02/2025,Greeting Card,Stationery,1,4.5,Card
135,02/06/2025,Tote Bag,Accessories,2,18.0,Card
646,12-Mar-2025,Scented Candle,Home,2,14.0,Mobile
99,04/03/2025,Greeting Card,Stationery,3,4.5,Card
318,2025-04-10,Notebook,Stationery,1,9.0,Mobile
651,24-Mar-2025,Notebook,Stationery,1,9.0,Cash
184,02-Apr-2025,Silk Scarf,Accessories,1,32.0,Cash
108,04/21/2025,Silk Scarf,Accessories,1,32.0,Cash
516,04/11/2025,Wooden Frame,Home,2,22.0,Card
485,09-Apr-2025,  GREETING CARD  ,Stationery,2,4.5,Cash
799,2025-03-11,Ceramic Mug,Home,2,12.5,Mobile
769,2025-03-12,Ceramic Mug,Home,1,12.5,Cash
825,2025-04-19,Scented Candle,Home,1,14.0,Card
864,03/04/2025,Greeting Card,Stationery,1,,Mobile
518,06-Jan-2025,,Home,1,22.0,Card
534,2025-04-02,Greeting Card,Stationery,1,4.5,Mobile
14,03/29/2025,Wooden Frame,Home,1,22.0,Mobile
875,2025-02-24,Wooden Frame,Home,1,22.0,Mobile
222,2025-03-18,Scented Candle,Home,1,14.0,Mobile
849,2025-03-07,Notebook,Stationery,1,9.0,Cash
537,2025-02-20,Ceramic Mug,Home,-3,12.5,Card
297,2025-01-09,Ceramic Mug,Home,2,12.5,Mobile
762,2025-02-20,Tote Bag,Accessories,2,18.0,Cash
207,2025-03-15,  WOODEN FRAME  ,Home,2,,Mobile
1,02/20/2025,Notebook,Stationery,1,9.0,Mobile
240,02/02/2025,Notebook,Stationery,1,9.0,Mobile
494,08-Mar-2025,Scented Candle,Home,-3,14.0,Card
705,2025-03-02,Notebook,Stationery,1,9.0,Card
735,29-Apr-2025,  GREETING CARD  ,Stationery,2,4.5,Mobile
726,11-Mar-2025,Earrings,Accessories,1,26.0,Mobile
788,01/20/2025,Tote Bag,Accessories,2,18.0,Mobile
776,02-Jan-2025,Tote Bag,Accessories,2,18.0,Card
666,03/12/2025,Notebook,Stationery,1,9.0,Cash
873,2025-03-24,  TOTE BAG  ,Accessories,3,,Mobile
37,24-Apr-2025,Earrings,Accessories,1,26.0,Cash
34,27-Apr-2025,Tote Bag,Accessories,1,18.0,Cash
170,24-Apr-2025,Ceramic Mug,Home,2,12.5,Mobile
428,26-Jan-2025,Greeting Card,Stationery,1,4.5,Cash
177,2025-01-26,Wooden Frame,Home,1,22.0,Card
117,05-Jan-2025,Notebook,Stationery,1,9.0,Mobile
105,04/03/2025,Greeting Card,Stationery,1,4.5,Card
725,2025-02-18,Scented Candle,Home,1,14.0,Mobile
444,11-Apr-2025,Tote Bag,Accessories,1,18.0,Mobile
404,2025-03-27,Earrings,Accessories,2,,Mobile
334,04/13/2025,Ceramic Mug,Home,2,12.5,Cash
276,2025-04-22,Ceramic Mug,Home,2,12.5,Mobile
224,03/17/2025,Wooden Frame,Home,1,22.0,Mobile
254,04/21/2025,Greeting Card,Stationery,3,4.5,Mobile
258,04/13/2025,,Home,2,14.0,Card
201,28-Mar-2025,Wooden Frame,Home,2,22.0,Card
559,17-Feb-2025,Ceramic Mug,Home,2,12.5,Card
