transaction_id,date,item,category,quantity,unit_price,payment_method
9,2025-02-11,Cold Brew,Drinks,3,4.75,Cash
459,03/24/2025,Latte,Drinks,1,4.5,Card
494,03/22/2025,Avocado Toast,Food,2,7.5,Mobile
1284,2025-01-06,Croissant,Food,1,3.25,Mobile
1246,01/04/2025,Blueberry Muffin,Food,2,3.0,Card
996,2025-02-27,Blueberry Muffin,Food,2,3.0,Card
29,2025-02-24,Bagel,Food,1,2.95,Card
1051,01-Feb-2025,Avocado Toast,Food,3,7.5,Card
1466,04/11/2025,Blueberry Muffin,Food,1,3.0,Card
573,02/08/2025,  BAGEL  ,Food,2,2.95,Mobile
840,03/01/2025,Cold Brew,Drinks,1,4.75,Card
1213,27-Mar-2025,Cappuccino,Drinks,3,4.25,Mobile
389,09-Feb-2025,Drip Coffee,Drinks,-2,2.75,Mobile
1356,02/17/2025,Avocado Toast,Food,3,7.5,Cash
509,2025-02-03,Latte,Drinks,2,4.5,Cash
987,04/30/2025,Cappuccino,Drinks,1,4.25,Mobile
1185,06-Apr-2025,Avocado Toast,Food,1,7.5,Mobile
1315,04/29/2025,Avocado Toast,Food,2,7.5,Cash
1018,2025-04-28,Croissant,Food,3,3.25,Mobile
1223,2025-03-16,Bagel,Food,2,2.95,Mobile
636,01/04/2025,Drip Coffee,Drinks,1,2.75,Mobile
1125,2025-01-01,Blueberry Muffin,Food,-1,3.0,Cash
492,2025-04-15,Avocado Toast,Food,3,7.5,Card
1242,2025-02-02,Avocado Toast,Food,1,7.5,Card
846,2025-04-21,Avocado Toast,Food,1,7.5,Mobile
608,2025-01-12,Croissant,Food,1,3.25,Cash
84,2025-04-05,Cold Brew,Drinks,1,4.75,Card
218,01-Mar-2025,Bagel,Food,2,,Cash
1393,01/15/2025,Cold Brew,Drinks,3,4.75,Mobile
1404,15-Mar-2025,Bagel,Food,1,2.95,Card
1068,2025-04-05,Bagel,Food,2,2.95,Mobile
1338,27-Jan-2025,Croissant,Food,1,3.25,Card
396,25-Apr-2025,Cappuccino,Drinks,2,4.25,Card
327,04/07/2025,Cappuccino,Drinks,1,4.25,Mobile
382,10-Feb-2025,Cold Brew,Drinks,2,4.75,Cash
865,01/28/2025,Avocado Toast,Food,3,7.5,Mobile
610,2025-04-14,Latte,Drinks,3,4.5,Cash
485,29-Jan-2025,Blueberry Muffin,Food,2,3.0,Mobile
267,2025-02-01,Drip Coffee,Drinks,2,2.75,Card
940,17-Apr-2025,Cold Brew,Drinks,1,4.75,Cash
900,2025-01-03,Latte,Drinks,2,4.5,Cash
6,01/25/2025,Blueberry Muffin,Food,2,3.0,Card
198,17-Jan-2025,Bagel,Food,1,2.95,Card
894,01/12/2025,,Food,-1,7.5,Card
237,03/31/2025,Croissant,Food,2,3.25,Mobile
1325,02/13/2025,Latte,Drinks,1,4.5,Mobile
639,2025-01-29,Croissant,Food,2,3.25,Mobile
647,02/11/2025,Cappuccino,Drinks,1,4.25,Card
1219,04/17/2025,Blueberry Muffin,Food,1,3.0,Cash
1171,2025-01-19,Drip Coffee,Drinks,3,2.75,Card
704,2025-01-07,Croissant,Food,2,,Mobile
143,27-Feb-2025,Cold Brew,Drinks,2,4.75,Card
1363,01/30/2025,Bagel,Food,2,2.95,Mobile
1146,22-Mar-2025,Blueberry Muffin,Food,2,3.0,Card
952,2025-01-27,Croissant,Food,2,3.25,Mobile
1389,2025-03-31,Cappuccino,Drinks,1,4.25,Mobile
341,2025-01-12,Bagel,Food,1,2.95,Cash
514,03/02/2025,Blueberry Muffin,Food,2,3.0,Mobile
246,03-Feb-2025,Cold Brew,Drinks,1,4.75,Mobile
598,03/13/2025,Latte,Drinks,1,4.5,Mobile
949,04/15/2025,Latte,Drinks,1,4.5,Card
738,04/18/2025,Drip Coffee,Drinks,1,2.75,Card
154,03/27/2025,Bagel,Food,2,2.95,Cash
751,2025-02-28,Cold Brew,Drinks,2,4.75,Cash
1066,02/27/2025,Cold Brew,Drinks,1,4.75,Card
19,03/02/2025,Drip Coffee,Drinks,3,2.75,Mobile
82,12-Mar-2025,Blueberry Muffin,Food,2,3.0,Cash
57,15-Mar-2025,Avocado Toast,Food,3,7.5,Mobile
933,04/15/2025,,Drinks,1,4.75,Cash
118,02/02/2025,Avocado Toast,Food,3,7.5,Card
706,04/11/2025,Croissant,Food,3,3.25,Mobile
55,01/22/2025,Bagel,Food,3,2.95,Card
659,03-Apr-2025,Cappuccino,Drinks,2,4.25,Cash
477,2025-04-18,Croissant,Food,1,3.25,Cash
958,01/29/2025,Bagel,Food,1,2.95,Card
946,03/01/2025,Latte,Drinks,1,,Cash
777,28-Feb-2025,Bagel,Food,1,2.95,Cash
1377,03/10/2025,,Drinks,2,4.5,Cash
1478,02/04/2025,Drip Coffee,Drinks,1,2.75,Card
717,12-Mar-2025,,Drinks,1,2.75,Card
406,04/07/2025,Drip Coffee,Drinks,1,2.75,Card
576,03/25/2025,Croissant,Food,1,3.25,Card
846,2025-04-21,Avocado Toast,Food,1,7.5,Mobile
1430,2025-03-22,Croissant,Food,1,3.25,Mobile
1037,01/18/2025,Cappuccino,Drinks,1,4.25,Card
790,2025-01-23,Croissant,Food,2,3.25,Cash
8,23-Mar-2025,Cappuccino,Drinks,2,4.25,Mobile
821,27-Feb-2025,Cappuccino,Drinks,2,4.25,Mobile
13,2025-02-24,Drip Coffee,Drinks,3,2.75,Mobile
1407,22-Feb-2025,Bagel,Food,1,2.95,Mobile
1174,02/23/2025,Cold Brew,Drinks,2,4.75,Cash
139,06-Mar-2025,Cappuccino,Drinks,2,4.25,Mobile
1455,24-Jan-2025,Croissant,Food,1,3.25,Mobile
1182,02/13/2025,Avocado Toast,Food,3,,Mobile
707,2025-03-21,  CROISSANT  ,Food,3,3.25,Cash
23,2025-01-17,Cold Brew,Drinks,2,4.75,Cash
1337,11-Mar-2025,Blueberry Muffin,Food,3,3.0,Cash
691,03/26/2025,Latte,Drinks,1,4.5,Card
136,04/20/2025,Latte,Drinks,1,4.5,Mobile
504,2025-03-26,Blueberry Muffin,Food,2,3.0,Cash
458,03/26/2025,Cappuccino,Drinks,2,4.25,Mobile
720,2025-03-31,Drip Coffee,Drinks,1,2.75,Cash
79,2025-02-15,Bagel,Food,1,2.95,Mobile
242,2025-01-02,Croissant,Food,1,3.25,Mobile
251,01/15/2025,Cappuccino,Drinks,2,4.25,Card
1443,02/16/2025,Blueberry Muffin,Food,2,3.0,Card
1395,27-Jan-2025,Latte,Drinks,2,4.5,Card
323,2025-01-28,Bagel,Food,2,2.95,Card
1480,2025-02-19,Blueberry Muffin,Food,2,3.0,Card
185,2025-03-07,Latte,Drinks,-3,4.5,Card
289,2025-03-23,Blueberry Muffin,Food,1,3.0,Cash
920,23-Apr-2025,Avocado Toast,Food,1,7.5,Card
22,09-Jan-2025,Latte,Drinks,1,4.5,Cash
280,2025-01-14,Avocado Toast,Food,1,7.5,Cash
1385,13-Mar-2025,Cappuccino,Drinks,2,4.25,Cash
518,2025-01-24,Cold Brew,Drinks,1,4.75,Cash
110,04/22/2025,Blueberry Muffin,Food,-1,3.0,Cash
419,2025-03-18,Blueberry Muffin,Food,2,3.0,Card
1289,2025-02-04,Cappuccino,Drinks,3,4.25,Card
723,02/20/2025,Cold Brew,Drinks,2,4.75,Mobile
240,08-Jan-2025,Croissant,Food,3,3.25,Card
966,10-Mar-2025,,Food,2,3.25,Card
1270,02/25/2025,Bagel,Food,2,2.95,Card
655,2025-04-28,Croissant,Food,1,3.25,Mobile
805,04/20/2025,Blueberry Muffin,Food,1,3.0,Mobile
928,2025-03-13,Avocado Toast,Food,2,7.5,Cash
1085,2025-04-04,Cappuccino,Drinks,2,4.25,Card
217,04/21/2025,Avocado Toast,Food,1,7.5,Card
1280,02/04/2025,Bagel,Food,1,,Mobile
454,2025-01-17,Drip Coffee,Drinks,1,2.75,Mobile
513,29-Jan-2025,Blueberry Muffin,Food,1,3.0,Card
305,2025-03-24,Blueberry Muffin,Food,1,3.0,Cash
1316,2025-03-22,Blueberry Muffin,Food,2,3.0,Card
1001,03/25/2025,Latte,Drinks,2,4.5,Mobile
444,03/12/2025,Avocado Toast,Food,1,7.5,Cash
1300,02/09/2025,Croissant,Food,3,3.25,Card
1450,2025-02-21,Avocado Toast,Food,3,7.5,Mobile
810,2025-03-05,Cappuccino,Drinks,1,4.25,Card
24,01/13/2025,Cold Brew,Drinks,1,4.75,Mobile
1222,03-Jan-2025,Cappuccino,Drinks,3,4.25,Card
26,24-Jan-2025,Drip Coffee,Drinks,2,2.75,Card
473,27-Jan-2025,Cold Brew,Drinks,1,4.75,Mobile
560,03-Jan-2025,Croissant,Food,1,3.25,Mobile
1296,07-Apr-2025,Croissant,Food,1,3.25,Cash
316,03/17/2025,Croissant,Food,2,3.25,Cash
388,04/01/2025,Blueberry Muffin,Food,1,3.0,Mobile
216,2025-01-31,Cappuccino,Drinks,1,4.25,Cash
541,15-Apr-2025,Blueberry Muffin,Food,1,3.0,Card
123,27-Apr-2025,Drip Coffee,Drinks,1,2.75,Cash
265,02/23/2025,Blueberry Muffin,Food,3,3.0,Card
1077,2025-02-17,Cappuccino,Drinks,2,4.25,Card
456,28-Apr-2025,Drip Coffee,Drinks,2,2.75,Cash
548,05-Apr-2025,Cold Brew,Drinks,1,4.75,Cash
522,2025-01-28,Croissant,Food,1,3.25,Mobile
293,2025-01-04,Avocado Toast,Food,1,7.5,Card
152,20-Jan-2025,Cappuccino,Drinks,1,4.25,Cash
210,12-Mar-2025,Cold Brew,Drinks,3,4.75,Card
263,2025-02-08,Blueberry Muffin,Food,1,3.0,Card
344,03/05/2025,Latte,Drinks,1,4.5,Cash
278,2025-01-08,Bagel,Food,1,2.95,Card
64,2025-02-18,Latte,Drinks,2,4.5,Mobile
751,2025-02-28,Cold Brew,Drinks,2,4.75,Cash
1369,06-Jan-2025,Cappuccino,Drinks,3,4.25,Cash
380,30-Jan-2025,Blueberry Muffin,Food,2,3.0,Card
172,03/27/2025,Cappuccino,Drinks,3,4.25,Cash
1378,26-Feb-2025,Avocado Toast,Food,3,7.5,Card
429,02/15/2025,Bagel,Food,3,2.95,Cash
884,2025-03-18,Croissant,Food,2,3.25,Mobile
338,2025-01-10,Drip Coffee,Drinks,2,2.75,Cash
813,02/21/2025,Drip Coffee,Drinks,2,2.75,Card
489,2025-04-27,Croissant,Food,1,3.25,Card
169,12-Feb-2025,Blueberry Muffin,Food,1,3.0,Mobile
1005,2025-02-23,Blueberry Muffin,Food,1,3.0,Cash
1105,04-Apr-2025,Cappuccino,Drinks,3,4.25,Mobile
241,2025-04-23,Drip Coffee,Drinks,2,2.75,Card
1251,02/23/2025,Latte,Drinks,1,4.5,Mobile
1359,14-Mar-2025,Cappuccino,Drinks,1,4.25,Card
768,01/11/2025,Bagel,Food,1,2.95,Cash
436,2025-04-08,Drip Coffee,Drinks,2,2.75,Mobile
1135,03/02/2025,Avocado Toast,Food,1,7.5,Card
887,03/29/2025,Drip Coffee,Drinks,1,2.75,Mobile
578,2025-03-10,  DRIP COFFEE  ,Drinks,1,2.75,Mobile
52,02/09/2025,Croissant,Food,2,3.25,Cash
620,2025-04-05,Cappuccino,Drinks,1,4.25,Card
1225,2025-02-17,Avocado Toast,Food,1,7.5,Cash
413,15-Apr-2025,Latte,Drinks,1,4.5,Card
1375,04-Mar-2025,Croissant,Food,1,3.25,Card
764,01-Apr-2025,Cappuccino,Drinks,2,4.25,Cash
976,13-Apr-2025,  COLD BREW  ,Drinks,1,4.75,Cash
1186,03/01/2025,Cappuccino,Drinks,3,4.25,Cash
1344,29-Apr-2025,Avocado Toast,Food,3,7.5,Mobile
733,06-Jan-2025,Blueberry Muffin,Food,3,3.0,Mobile
1199,2025-04-01,Cappuccino,Drinks,1,4.25,Mobile
741,23-Jan-2025,Latte,Drinks,1,4.5,Cash
495,2025-03-16,  CAPPUCCINO  ,Drinks,3,4.25,Mobile
870,06-Feb-2025,Blueberry Muffin,Food,2,3.0,Cash
479,27-Mar-2025,  CROISSANT  ,Food,3,3.25,Cash
343,2025-04-23,Latte,Drinks,3,4.5,Mobile
815,08-Apr-2025,Bagel,Food,1,2.95,Cash
491,01/09/2025,Latte,Drinks,3,4.5,Card
1342,02/25/2025,Drip Coffee,Drinks,3,2.75,Mobile
1075,27-Apr-2025,Blueberry Muffin,Food,2,3.0,Cash
112,03/22/2025,Avocado Toast,Food,1,7.5,Card
420,17-Apr-2025,Croissant,Food,3,3.25,Card
1364,2025-03-28,Cold Brew,Drinks,2,4.75,Card
1121,04/18/2025,Cappuccino,Drinks,1,4.25,Cash
1304,2025-03-26,Drip Coffee,Drinks,3,2.75,Cash
89,13-Mar-2025,Cold Brew,Drinks,1,4.75,Cash
1383,2025-03-28,Avocado Toast,Food,1,7.5,Cash
326,05-Feb-2025,Blueberry Muffin,Food,2,3.0,Cash
376,2025-02-07,Cold Brew,Drinks,3,4.75,Card
157,2025-01-03,Latte,Drinks,2,4.5,Mobile
197,03/23/2025,Cappuccino,Drinks,3,4.25,Card
168,02/17/2025,Drip Coffee,Drinks,1,2.75,Mobile
3,27-Feb-2025,Avocado Toast,Food,1,,Cash
858,01/29/2025,,Food,2,7.5,Card
271,2025-02-18,Blueberry Muffin,Food,1,3.0,Cash
991,04-Apr-2025,Bagel,Food,1,2.95,Cash
1017,31-Mar-2025,Cappuccino,Drinks,2,4.25,Mobile
950,03/18/2025,Bagel,Food,1,2.95,Mobile
192,2025-04-21,Croissant,Food,1,3.25,Cash
957,2025-01-23,Blueberry Muffin,Food,2,3.0,Card
724,2025-04-02,Cappuccino,Drinks,2,4.25,Card
32,21-Apr-2025,Cappuccino,Drinks,3,4.25,Card
471,2025-03-19,Avocado Toast,Food,2,7.5,Cash
1060,01/22/2025,Cappuccino,Drinks,3,4.25,Mobile
269,01/27/2025,Cold Brew,Drinks,-2,4.75,Mobile
328,2025-01-19,Drip Coffee,Drinks,1,2.75,Card
785,2025-04-25,Avocado Toast,Food,3,7.5,Cash
926,02/11/2025,Cold Brew,Drinks,1,4.75,Mobile
652,2025-04-14,  BAGEL  ,Food,2,2.95,Cash
1129,02/06/2025,  CAPPUCCINO  ,Drinks,1,4.25,Mobile
1484,04/08/2025,  AVOCADO TOAST  ,Food,2,7.5,Cash
736,01/09/2025,Drip Coffee,Drinks,2,2.75,Card
206,04/02/2025,Croissant,Food,2,3.25,Card
450,13-Jan-2025,Bagel,Food,1,2.95,Cash
921,01/12/2025,Croissant,Food,1,3.25,Card
1047,02-Mar-2025,Drip Coffee,Drinks,3,,Mobile
867,02/02/2025,Latte,Drinks,1,4.5,Mobile
1417,02/14/2025,Drip Coffee,Drinks,-1,2.75,Cash
1026,03/30/2025,Cappuccino,Drinks,2,,Card
638,2025-04-20,Blueberry Muffin,Food,1,3.0,Card
1471,2025-01-23,Avocado Toast,Food,1,7.5,Cash
993,03/16/2025,Bagel,Food,1,2.95,Card
1454,02/28/2025,Drip Coffee,Drinks,1,2.75,Cash
94,01/29/2025,Cappuccino,Drinks,2,4.25,Cash
176,03/10/2025,Bagel,Food,1,2.95,Cash
71,31-Mar-2025,Cold Brew,Drinks,2,4.75,Card
243,19-Apr-2025,Bagel,Food,1,2.95,Cash
196,06-Jan-2025,Blueberry Muffin,Food,2,3.0,Card
484,03/20/2025,Latte,Drinks,3,4.5,Mobile
452,2025-02-15,Drip Coffee,Drinks,1,2.75,Cash
294,02/19/2025,Croissant,Food,2,3.25,Mobile
1089,13-Jan-2025,Drip Coffee,Drinks,1,2.75,Mobile
565,20-Apr-2025,  DRIP COFFEE  ,Drinks,1,2.75,Mobile
46,04/20/2025,Avocado Toast,Food,1,7.5,Card
986,2025-01-23,Cold Brew,Drinks,1,,Mobile
345,2025-02-19,Blueberry Muffin,Food,1,3.0,Card
487,04/16/2025,Bagel,Food,2,2.95,Mobile
696,01/18/2025,Drip Coffee,Drinks,2,2.75,Cash
520,03/15/2025,Latte,Drinks,1,4.5,Card
859,2025-02-03,Bagel,Food,1,2.95,Card
713,2025-04-01,Avocado Toast,Food,3,7.5,Cash
1015,2025-04-23,Croissant,Food,3,3.25,Mobile
100,12-Jan-2025,Latte,Drinks,2,4.5,Card
1384,03/23/2025,Drip Coffee,Drinks,1,2.75,Cash
1427,03/20/2025,Avocado Toast,Food,1,7.5,Mobile
540,17-Mar-2025,,Food,2,7.5,Cash
856,03/29/2025,Drip Coffee,Drinks,2,2.75,Cash
1388,2025-02-27,Croissant,Food,2,3.25,Mobile
37,2025-04-15,Latte,Drinks,3,4.5,Card
62,01/11/2025,Blueberry Muffin,Food,2,3.0,Cash
1271,04-Feb-2025,Latte,Drinks,2,4.5,Mobile
184,2025-01-07,Croissant,Food,1,3.25,Mobile
593,01/31/2025,Blueberry Muffin,Food,2,3.0,Mobile
1095,15-Mar-2025,Avocado Toast,Food,1,7.5,Card
4,2025-01-20,Blueberry Muffin,Food,1,3.0,Cash
1122,2025-04-27,Cappuccino,Drinks,1,4.25,Cash
1358,18-Feb-2025,Blueberry Muffin,Food,1,3.0,Card
1422,02-Mar-2025,Drip Coffee,Drinks,1,2.75,Cash
438,2025-01-25,,Food,2,3.0,Cash
1499,17-Apr-2025,Croissant,Food,2,3.25,Mobile
955,25-Apr-2025,Avocado Toast,Food,2,7.5,Mobile
1086,2025-04-07,Drip Coffee,Drinks,1,2.75,Cash
379,2025-03-18,Latte,Drinks,1,4.5,Mobile
120,14-Mar-2025,Croissant,Food,1,3.25,Cash
892,2025-03-10,  CAPPUCCINO  ,Drinks,2,,Mobile
679,19-Feb-2025,Latte,Drinks,1,4.5,Mobile
1021,20-Feb-2025,  AVOCADO TOAST  ,Food,1,7.5,Mobile
1116,2025-04-04,Cappuccino,Drinks,1,4.25,Mobile
1064,2025-03-20,Avocado Toast,Food,2,7.5,Mobile
159,2025-02-25,Blueberry Muffin,Food,1,3.0,Cash
708,05-Feb-2025,Drip Coffee,Drinks,2,2.75,Mobile
339,04/10/2025,Drip Coffee,Drinks,2,2.75,Mobile
1169,2025-01-24,Blueberry Muffin,Food,2,3.0,Cash
835,04/08/2025,Bagel,Food,3,2.95,Mobile
1465,2025-04-14,Cappuccino,Drinks,2,4.25,Mobile
1262,2025-01-10,Cold Brew,Drinks,3,4.75,Cash
584,03/03/2025,Cappuccino,Drinks,1,4.25,Card
252,26-Feb-2025,Blueberry Muffin,Food,2,3.0,Cash
307,02/20/2025,Bagel,Food,1,2.95,Cash
1078,24-Feb-2025,Cold Brew,Drinks,2,4.75,Mobile
833,2025-02-13,Cappuccino,Drinks,2,4.25,Card
1118,02-Jan-2025,Cappuccino,Drinks,2,4.25,Mobile
771,16-Mar-2025,Blueberry Muffin,Food,2,3.0,Mobile
501,24-Jan-2025,Cold Brew,Drinks,1,4.75,Cash
1084,2025-03-12,Drip Coffee,Drinks,1,2.75,Cash
417,2025-04-23,Drip Coffee,Drinks,1,2.75,Mobile
1291,02/09/2025,Croissant,Food,2,3.25,Mobile
1210,2025-01-28,Avocado Toast,Food,2,7.5,Cash
1468,06-Feb-2025,  LATTE  ,Drinks,2,4.5,Mobile
33,26-Mar-2025,Cappuccino,Drinks,2,4.25,Cash
76,23-Jan-2025,Drip Coffee,Drinks,2,2.75,Cash
962,09-Jan-2025,Drip Coffee,Drinks,3,2.75,Cash
596,2025-03-24,Latte,Drinks,2,4.5,Card
178,07-Jan-2025,Drip Coffee,Drinks,1,2.75,Card
1350,2025-04-25,Cappuccino,Drinks,1,4.25,Cash
774,01/23/2025,Croissant,Food,1,3.25,Card
1273,23-Mar-2025,Cold Brew,Drinks,1,4.75,Mobile
1036,01/03/2025,Latte,Drinks,1,4.5,Mobile
1451,06-Jan-2025,Avocado Toast,Food,1,7.5,Card
1012,2025-02-25,Cold Brew,Drinks,1,4.75,Mobile
88,2025-03-15,Bagel,Food,1,2.95,Card
1034,03/23/2025,Blueberry Muffin,Food,1,3.0,Cash
224,18-Jan-2025,Latte,Drinks,1,4.5,Card
772,02/08/2025,Bagel,Food,2,2.95,Cash
1124,2025-04-25,Latte,Drinks,2,4.5,Cash
657,2025-04-18,Cappuccino,Drinks,2,4.25,Cash
1276,2025-04-08,Drip Coffee,Drinks,3,2.75,Card
1162,02/01/2025,Latte,Drinks,1,4.5,Card
28,2025-01-28,Bagel,Food,-2,2.95,Cash
1493,03/07/2025,Avocado Toast,Food,2,7.5,Card
909,01/07/2025,Cappuccino,Drinks,3,4.25,Card
1357,04-Jan-2025,Drip Coffee,Drinks,2,2.75,Mobile
486,02/14/2025,Avocado Toast,Food,1,7.5,Mobile
841,01/04/2025,Croissant,Food,1,3.25,Mobile
1233,2025-01-25,Cold Brew,Drinks,1,4.75,Mobile
1457,04/01/2025,Avocado Toast,Food,2,7.5,Cash
571,2025-03-03,Croissant,Food,1,3.25,Card
972,01/07/2025,Latte,Drinks,2,4.5,Mobile
369,2025-04-17,Latte,Drinks,1,4.5,Mobile
117,2025-03-28,Bagel,Food,1,2.95,Mobile
310,02/08/2025,  BLUEBERRY MUFFIN  ,Food,1,,Mobile
871,10-Feb-2025,Avocado Toast,Food,1,7.5,Mobile
511,31-Jan-2025,Latte,Drinks,3,4.5,Card
161,04/15/2025,Blueberry Muffin,Food,3,3.0,Mobile
275,04/03/2025,Croissant,Food,2,3.25,Card
1244,21-Mar-2025,Croissant,Food,1,3.25,Card
515,03-Feb-2025,Croissant,Food,3,3.25,Mobile
572,01-Jan-2025,Croissant,Food,1,3.25,Card
402,02/03/2025,Bagel,Food,1,2.95,Mobile
837,04/04/2025,Avocado Toast,Food,2,7.5,Mobile
1348,2025-02-09,Latte,Drinks,1,4.5,Card
1256,29-Jan-2025,,Drinks,1,4.25,Mobile
1194,21-Jan-2025,Drip Coffee,Drinks,3,2.75,Cash
448,01/02/2025,Cold Brew,Drinks,1,4.75,Card
681,2025-01-17,Bagel,Food,2,2.95,Mobile
747,20-Mar-2025,Croissant,Food,1,3.25,Card
424,14-Jan-2025,  AVOCADO TOAST  ,Food,2,7.5,Mobile
561,02/15/2025,Drip Coffee,Drinks,1,2.75,Cash
703,02-Mar-2025,Cappuccino,Drinks,1,4.25,Mobile
355,2025-04-05,Cappuccino,Drinks,1,4.25,Cash
1139,23-Feb-2025,Blueberry Muffin,Food,-3,3.0,Mobile
1234,01/11/2025,Latte,Drinks,1,4.5,Card
277,02/22/2025,Latte,Drinks,1,4.5,Mobile
1177,02/16/2025,Latte,Drinks,1,4.5,Mobile
1175,02-Apr-2025,Cappuccino,Drinks,2,4.25,Card
1214,20-Jan-2025,Blueberry Muffin,Food,1,3.0,Cash
864,2025-03-16,Cold Brew,Drinks,1,,Mobile
221,2025-02-21,Blueberry Muffin,Food,1,3.0,Mobile
850,2025-02-19,  COLD BREW  ,Drinks,2,4.75,Card
558,02/08/2025,Blueberry Muffin,Food,2,3.0,Card
682,2025-01-30,Bagel,Food,2,2.95,Cash
807,2025-04-28,Cappuccino,Drinks,1,4.25,Mobile
761,2025-01-10,Latte,Drinks,3,4.5,Mobile
1326,27-Apr-2025,Blueberry Muffin,Food,3,3.0,Mobile
1025,10-Mar-2025,Latte,Drinks,3,4.5,Mobile
1366,22-Jan-2025,Bagel,Food,1,2.95,Card
